"stock_code","sname","area","pos_x","pos_y","industry","institutional","lootchips","pricelimit","shareholders","name","ename","register_date","addr_reg","addr_work","market","listing_date","offer_date","stock_type","addr","create_date","id","web_site"
"000538","云南白药","云南","102.702","25.0375","制药","104139.97","10.41","10.41","717.81","云南白药集团股份有限公司","Yunnan Baiyao Group Co., Ltd.","1993/11/28","云南省昆明市国家高新技术产业开发区","云南省昆明市呈贡区云南白药街3686号","深圳证券交易所","1993/12/15","1993/11/6","流通A股","","","",""
"600663","陆家嘴","上海","121.538","31.221","不动产投资开发","186768.40","13.58","18.68","708.92","上海陆家嘴金融贸易区开发股份有限公司","Shanghai Lujiazui Finance and Trade Zone Development Co., Ltd.","1992/8/30","上海市浦东大道981号","上海市浦东新区峨山路101号1号楼","上海证券交易所","1993/6/28","1992/6/19","流通A股","","","",""
"600893","中航动力","陕西","108.972","34.3621","航空航天","194871.88","13.65","19.49","695.81","中航动力股份有限公司","AVICAVIATION ENGINE CORPORATION PLC.","1993/5/28","陕西省西安市未央区徐家湾","陕西省西安市未央区徐家湾","上海证券交易所","1996/4/8","1996/3/21","流通A股","","","",""
"601866","中海集运","上海","121.537","31.2298","水上运输","1168312.50","79.32","116.83","692.47","中海集装箱运输股份有限公司","China Shipping Container Lines Company Limited","2004/3/3","上海市中国（上海）自由贸易试验区国贸大厦A-538室","上海市浦东新区民生路628号航运科研大厦","上海证券交易所","2007/12/12","2007/12/5","流通A股","","","",""
"600340","华夏幸福","河北","116.467","39.9613","不动产投资开发","264575.94","26.46","26.46","691.60","华夏幸福基业股份有限公司","China Fortune Land Co., Ltd.","1993/5/28","河北省固安县京开路西侧三号路北侧一号","北京市朝阳区东三环北路霞光里18号佳程广场A座23层","上海证券交易所","2003/12/30","2003/12/15","流通A股","","","",""
"601857","中国石油","北京","116.439","39.9489","石油勘探与开采","18302097.78","1619.22","1830.21","14297.72","中国石油天然气股份有限公司","Petrochina Company Limited","1999/11/5","北京市东城区安德路16号洲际大厦","北京市东城区东直门北大街9号","上海证券交易所","2007/11/5","2007/10/26","流通A股","","","",""
"600048","保利地产","广东","113.379","23.1095","不动产投资开发","1075524.59","107.55","107.55","977.65","保利房地产(集团)股份有限公司","Poly Real Estate Group Co., Ltd.","1992/9/14","广东省广州市海珠区阅江中路688号保利国际广场北塔30-33层","广东省广州市海珠区阅江中路688号保利国际广场北塔30-33层","上海证券交易所","2006/7/31","2006/7/19","流通A股","","","",""
"300059","东方财富","上海","121.298","31.3394","互联网","169950.61","12.86","16.93","687.50","东方财富信息股份有限公司","East Money Information Co., Ltd.","2005/1/20","上海市嘉定区宝安公路2999号1幢","上海市龙田路195号3号楼C座9楼","创业板","2010/3/19","2010/3/9","流通A股","","","",""
"600019","宝钢股份","上海","121.467","31.4152","钢铁","1646928.84","164.24","164.69","972.32","宝山钢铁股份有限公司","Baoshan Iron and Steel Company Limited","2000/2/3","上海市宝山区富锦路885号宝钢指挥中心","上海市宝山区富锦路885号宝钢指挥中心","上海证券交易所","2000/12/12","2000/11/20","流通A股","","","",""
"600276","恒瑞医药","江苏","119.353","34.7015","制药","195649.91","19.49","19.56","954.69","江苏恒瑞医药股份有限公司","Jiangsu Hengrui Medicine Co., Ltd.","1997/4/28","江苏省连云港市经济技术开发区昆仑山路7号","江苏省连云港市经济技术开发区昆仑山路7号","上海证券交易所","2000/10/18","2000/9/7","流通A股","","","",""
"600887","伊利股份","内蒙古","111.483","40.7629","食品生产（IV）","612874.21","60.16","61.29","942.65","内蒙古伊利实业集团股份有限公司","Inner Mongolia Yili Industrial Group Co., Ltd.","1993/6/4","内蒙古自治区呼和浩特市金山开发区金山大道1号","内蒙古自治区呼和浩特市金山开发区金山大道1号","上海证券交易所","1996/3/12","1996/1/25","流通A股","","","",""
"601106","中国一重","黑龙江","123.618","47.2151","工业机械","653800.00","65.38","65.38","665.57","中国第一重型机械股份公司","China First Heavy Industries","2008/12/25","黑龙江省齐齐哈尔市富拉尔基区红宝石办事处","黑龙江省齐齐哈尔市富拉尔基区红宝石办事处厂前路9号","上海证券交易所","2010/2/9","2010/2/1","流通A股","","","",""
"000768","中航飞机","陕西","109.237","34.6595","航空航天","276864.51","24.78","27.69","651.86","中航飞机股份有限公司","AVIC Aircraft Co., Ltd.","1997/6/18","陕西省西安市阎良区西飞大道一号","陕西省西安市阎良区西飞大道一号西飞国际","深圳证券交易所","1997/6/26","1997/6/6","流通A股","","","",""
"000559","万向钱潮","浙江","120.292","30.2157","汽车零配件（IV）","229429.95","22.90","22.94","496.22","万向钱潮股份有限公司","Wanxiang Qianchao Co., Ltd.","1993/12/25","浙江省杭州市萧山区万向路","浙江省杭州市萧山经济技术开发区万向路","深圳证券交易所","1994/1/10","1993/11/17","流通A股","","","",""
"000776","广发证券","广东","113.329","23.1474","投资服务","762108.77","59.19","76.21","930.51","广发证券股份有限公司","GF Securities Co., Ltd.","1993/5/21","广东省广州市天河区天河北路183-187号大都","广东省广州市天河区天河北路183-187号大都会广场5楼、18楼、19楼、36楼、38楼、41楼、","深圳证券交易所","1997/6/11","1997/5/14","流通A股","","","",""
"600010","包钢股份","内蒙古","109.848","40.6581","钢铁","3256073.76","157.42","325.61","651.72","内蒙古包钢钢联股份有限公司","Inner Mongolia Baotou Steel Union Co., Ltd.","1999/6/29","内蒙古自治区包头市昆区河西工业区","内蒙古自治区包头市昆区包钢厂区信息大楼东副楼三楼","上海证券交易所","2001/3/9","2001/2/14","流通A股","","","",""
"601718","际华集团","北京","116.296","39.8272","服装与服饰","385700.00","38.57","38.57","564.66","际华集团股份有限公司","Jihua Group Corporation Limited","2009/6/26","北京市丰台区南四环西路188号十五区6号","北京市丰台区南四环西路188号十五区6号楼","上海证券交易所","2010/8/16","2010/8/4","流通A股","","","",""
"601336","新华保险","北京","116.454","39.9134","人寿保险（IV）","311954.66","20.85","31.20","929.48","新华人寿保险股份有限公司","New China Life Insurance Company Ltd.","1996/9/28","北京市延庆县湖南东路1号","北京市延庆县湖南东路1号","上海证券交易所","2011/12/16","2011/12/7","流通A股","","","",""
"601788","光大证券","上海","121.454","31.2371","投资服务","390669.88","34.18","39.07","649.08","光大证券股份有限公司","Everbright Securities Company Limited","1996/4/23","上海市静安区新闸路1508号","上海市静安区新闸路1508号","上海证券交易所","2009/8/18","2009/8/4","流通A股","","","",""
"300024","机器人","辽宁","123.474","41.7252","工业机械","65485.20","6.34","6.55","493.24","沈阳新松机器人自动化股份有限公司","Siasun Robot and Automation Company Limited","2000/4/30","辽宁省沈阳市浑南新区金辉街16号","辽宁省沈阳市浑南新区金辉街16号","创业板","2009/10/30","2009/10/15","流通A股","","","",""
"600115","东方航空","上海","121.355","31.1932","航空客运","1314017.89","77.82","126.74","637.36","中国东方航空股份有限公司","China Eastern Airlines Corporation Limited","1995/4/14","上海市浦东国际机场机场大道66号","上海市虹桥路2550号","上海证券交易所","1997/11/5","1997/10/24","流通A股","","","",""
"601800","中国交建","北京","116.385","39.9599","建筑施工","1617473.54","117.47","161.75","1766.78","中国交通建设股份有限公司","China Communications Construction Company Limited","2006/10/8","北京市西城区德胜门外大街85号","北京市西城区德胜门外大街85号","上海证券交易所","2012/3/9","2012/2/15","流通A股","","","",""
"600153","建发股份","福建","118.083","24.4595","综合供应商","283520.05","28.35","28.35","490.77","厦门建发股份有限公司","Xiamen CD Inc.","1998/6/10","福建省厦门市思明区环岛东路1699号建发国际大厦29层","福建省厦门市思明区环岛东路1699号建发国际大厦","上海证券交易所","1998/6/16","1998/5/25","流通A股","","","",""
"600221","海南航空","海南","110.482","19.9466","航空客运","1218218.18","118.12","121.82","489.02","海南航空股份有限公司","Hainan Airlines Co., Ltd.","1989/10/18","海南省海口市国兴大道7号海航大厦","海南省海口市国兴大道7号海航大厦","上海证券交易所","1999/11/25","1999/10/11","流通A股","","","",""
"600018","上港集团","上海","121.502","31.2522","运输服务","2317367.47","227.55","231.74","1683.88","上海国际港务（集团）股份有限公司","Shanghai International Port (Group) Co., Ltd.","1988/10/21","上海市浦东新区芦潮港镇同汇路1号综合大楼4楼","上海市虹口区东大名路358号国际港务大厦","上海证券交易所","2006/10/26","2000/6/27","流通A股","","","",""
"601991","大唐发电","北京","116.368","39.9202","电力（IV）","1331003.76","99.94","133.10","560.68","大唐国际发电股份有限公司","Datang International Power Generation Co., Ltd.","1994/12/13","北京市西城区广宁伯街9号","北京市西城区广宁伯街9号","上海证券交易所","2006/12/20","2006/12/7","流通A股","","","",""
"600029","南方航空","广东","113.531","23.066","航空客运","981756.70","70.23","98.18","623.61","中国南方航空股份有限公司","China Southern Airlines Co., Ltd.","1995/3/25","广东省广州市萝岗区经济技术开发区开发大道233号203房","广东省广州市机场路278号","上海证券交易所","2003/7/25","2003/7/10","流通A股","","","",""
"002450","康得新","北京","116.254","40.2135","特种化工品","143555.34","14.24","14.31","485.60","北京康得新复合材料股份有限公司","Jiangsu Kangde Xin Composite Material Co., Ltd.","2001/8/21","北京市昌平区昌平科技园区振兴路26号","北京市昌平区昌平科技园区振兴路26号","中小企业板","2010/7/16","2010/7/5","流通A股","","","",""
"601818","光大银行","北京","116.231","39.91","银行业（IV）","4667909.50","398.10","466.79","1660.09","中国光大银行股份有限公司","China Everbright Bank Company Limited","1997/1/15","北京市西城区太平桥大街25号、甲25号中国光大中心","北京市西城区太平桥大街25号中国光大中心","上海证券交易所","2010/8/18","2010/8/10","流通A股","","","",""
"600886","国投电力","甘肃","116.358","39.9296","电力（IV）","678602.33","67.86","67.86","622.28","国投电力控股股份有限公司","SDIC Power Holdings Co., Ltd.","1989/2/23","北京市西城区西直门南小街147号楼11层1108","北京市西城区西直门南小街147号","上海证券交易所","1996/1/18","1989/3/25","流通A股","","","",""
"600674","川投能源","四川","104.062","30.6639","电力（IV）","440214.05","44.02","44.02","483.80","四川川投能源股份有限公司","Sichuan Chuantou Energy Co., Ltd.","1988/4/18","四川省成都市小南街23号","四川省成都市小南街23号","上海证券交易所","1993/9/24","1998/10/1","流通A股","","","",""
"601186","中国铁建","北京","116.264","39.9133","建筑施工","1357954.15","102.61","135.80","1616.15","中国铁建股份有限公司","China Railway Construction Corporation Limited","2007/11/5","北京市海淀区复兴路40号东院","北京市海淀区复兴路40号东院","上海证券交易所","2008/3/10","2008/2/26","流通A股","","","",""
"600690","青岛海尔","山东","120.389","36.1205","耐用消费品","612315.43","55.09","61.23","546.54","青岛海尔股份有限公司","Qingdao Haier Co., Ltd.","1994/3/31","山东省青岛市崂山区海尔工业园内","山东省青岛市崂山区海尔信息产业园内","上海证券交易所","1993/11/19","1993/10/12","流通A股","","","",""
"000333","美的集团","广东","113.211","22.9383","消费电子产品","426571.45","22.39","42.66","617.62","美的集团股份有限公司","Midea Group Co., Ltd.","","佛山顺德区北?蛘蛎赖拇蟮?6号美的总部大楼","佛山市顺德区北?蛘蛎赖拇蟮?6号美的总部大楼B区26-28楼","深圳证券交易所","2013/9/18","2013/9/17","流通A股","","","",""
"000046","泛海控股","北京","116.427","39.9135","不动产投资开发","455731.18","45.45","45.57","541.76","泛海控股股份有限公司","OCEANWIDE HOLDINGS CO., LTD.","1989/1/4","北京市东城区建国门内大街28号民生金融中心","北京市东城区建国门内大街28号民生金融中心C座22层","深圳证券交易所","1994/9/12","1994/5/31","流通A股","","","",""
"300104","乐视网","北京","116.34","39.9622","互联网","185517.41","10.88","18.51","534.43","乐视网信息技术(北京)股份有限公司","Leshi Internet Information and Technology Corp., Beijing","2009/2/10","北京市海淀区学院南路68号19号楼六层6184号房间","北京市朝阳区姚家园路105号院3号楼宏城鑫泰大厦16层","创业板","2010/8/12","2010/8/2","流通A股","","","",""
"601939","建设银行","北京","116.321","39.9926","银行业（IV）","25001097.75","95.94","2500.11","533.41","中国建设银行股份有限公司","China Construction Bank Co., Ltd.","2004/9/17","北京市金融大街25号","北京市西城区金融大街25号","上海证券交易所","2007/9/25","2007/9/17","流通A股","","","",""
"600999","招商证券","广东","114.029","22.5409","投资服务","580813.55","48.03","58.08","919.79","招商证券股份有限公司","China Merchants Securities Co., Ltd.","1993/8/1","广东省深圳市福田区益田路江苏大厦A座38-45","广东省深圳市福田区益田路江苏大厦A座38-45层","上海证券交易所","2009/11/17","2009/11/10","流通A股","","","",""
"600150","中国船舶","上海","121.518","31.2445","商用运载工具与车辆","137811.76","13.78","13.78","532.78","中国船舶工业股份有限公司","China CSSC Holdings Limited","1998/5/12","上海市浦东新区浦东大道1号","上海市浦东新区浦东大道1号15A层","上海证券交易所","1998/5/20","1998/4/20","流通A股","","","",""
"601601","中国太保","上海","120.965","31.3986","人寿保险（IV）","906200.00","62.87","90.62","1594.94","中国太平洋保险(集团)股份有限公司","China Pacific Insurance (Group) Co., Ltd.","1991/5/13","上海市浦东新区银城中路190号交银金融大厦南楼","上海市浦东新区银城中路190号交银金融大厦南楼","上海证券交易所","2007/12/25","2007/12/14","流通A股","","","",""
"601377","兴业证券","福建","119.317","26.1003","投资服务","520000.00","52.00","52.00","476.32","兴业证券股份有限公司","Industrial Securities Co., Ltd.","2000/5/19","福建省福州市湖东路268号","福建省福州市湖东路268号","上海证券交易所","2010/10/13","2010/9/27","流通A股","","","",""
"600705","中航资本","黑龙江","116.469","39.9108","普通金融服务","373269.84","37.33","37.33","614.40","中航资本控股股份有限公司","AVIC Capital Co., Ltd.","1992/7/24","黑龙江省哈尔滨市道里区友谊路111号新吉财","黑龙江省哈尔滨市道里区友谊路111号新吉财富大厦","上海证券交易所","1996/5/16","1992/5/15","流通A股","","","",""
"601919","中国远洋","天津","117.412","39.1487","水上运输","1021627.44","76.36","102.16","888.03","中国远洋控股股份有限公司","China COSCO Holdings Company Limited","2005/3/3","天津市天津空港经济区中心大道与东七道交口","天津市天津港保税区通达广场1号3层","上海证券交易所","2007/6/26","2007/6/18","流通A股","","","",""
"600030","中信证券","广东","114.07","22.5489","投资服务","1211690.84","98.15","110.17","1540.90","中信证券股份有限公司","CITIC Securities Company Limited","1995/10/25","广东省深圳市福田区中心三路8号卓越时代广场(二期)北座","广东省深圳市福田区中心三路8号中信证券大厦","上海证券交易所","2003/1/6","2002/12/17","流通A股","","","",""
"601158","重庆水务","重庆","107.764","29.3304","水务","480000.00","48.00","48.00","471.36","重庆水务集团股份有限公司","Chongqing Water Group Co., Ltd.","2007/9/6","重庆市渝中区龙家湾1号","重庆市渝中区龙家湾1号","上海证券交易所","2010/3/29","2010/3/16","流通A股","","","",""
"601888","中国国旅","北京","116.453","39.9498","旅游业","97623.78","9.76","9.76","530.39","中国国旅股份有限公司","China International Travel Service Corporation Limited","2008/3/28","北京市东城区东直门外小街甲2号A座8层","北京市东城区东直门外小街甲2号A座8层","上海证券交易所","2009/10/15","2009/9/23","流通A股","","","",""
"600050","中国联通","上海","121.424","31.2238","移动通信服务","2119659.64","211.97","211.97","1475.28","中国联合网络通信股份有限公司","China United Network Communications Limited","2001/12/31","上海市长宁区长宁路1033号29楼","上海市长宁区长宁路1033号29楼","上海证券交易所","2002/10/9","2002/9/17","流通A股","","","",""
"002594","比亚迪","广东","114.365","22.6849","电子电气组件与设备","247600.00","7.47","24.76","468.14","比亚迪股份有限公司","BYD Company Limited","2002/6/11","广东省深圳市龙岗区葵涌镇延安路","广东省深圳市坪山新区比亚迪路3009号","中小企业板","2011/6/30","2011/6/21","流通A股","","","",""
"600031","三一重工","北京","116.297","40.0983","工业机械","761650.40","75.94","76.17","525.48","三一重工股份有限公司","Sany Heavy Industry Co., Ltd.","1994/11/22","北京市昌平区北清路8号6幢5楼","北京市昌平区北清路8号","上海证券交易所","2003/7/3","2003/6/18","流通A股","","","",""
"603993","洛阳钼业","河南","111.652","33.7911","金矿开采","112581.32","43.18","56.29","524.19","洛阳栾川钼业集团股份有限公司","China Molybdenum Co., Ltd.","1999/12/22","河南省洛阳市栾川县城东新区画眉山路伊河以北","河南省洛阳市栾川县城东新区画眉山路伊河以北","上海证券交易所","2012/10/9","2012/9/24","流通A股","","","",""
"000625","长安汽车","重庆","106.555","29.5798","汽车","466288.61","33.88","46.63","523.03","重庆长安汽车股份有限公司","Chongqing Changan Atuomobile Co., Ltd.","1996/10/31","重庆市江北区建新东路260号","重庆市江北区建新东路260号","深圳证券交易所","1997/6/10","1997/5/23","流通A股","","","",""
"600383","金地集团","广东","110.426","21.2162","不动产投资开发","449960.99","45.00","45.00","517.01","金地（集团）股份有限公司","Gemdale Corporation","1996/2/8","广东省深圳市福田区福强路金地商业大楼","广东省深圳市福田区福强路金地商业大楼","上海证券交易所","2001/4/12","2001/1/15","流通A股","","","",""
"600271","航天信息","北京","116.264","39.9523","计算机硬件","92340.00","9.23","9.23","516.27","航天信息股份有限公司","Aisino Corporation","2000/11/1","北京市海淀区杏石口路甲18号","北京市海淀区杏石口路甲18号航天信息园","上海证券交易所","2003/7/11","2003/6/26","流通A股","","","",""
"601808","中海油服","天津","117.666","39.0477","石油勘探与开采","477159.20","29.60","47.72","505.65","中海油田服务股份有限公司","China Oilfield Services Limited","2002/9/26","天津市塘沽海洋高新技术开发区河北路3-1516","北京市东城区朝阳门内大街2号，凯恒大厦B座11层10号（1110室）","上海证券交易所","2007/9/28","2007/9/20","流通A股","","","",""
"601009","南京银行","江苏","118.788","32.0295","银行业（IV）","336595.55","29.69","33.66","505.02","南京银行股份有限公司","Bank of Nanjing Co., Ltd.","1996/2/6","江苏省南京市中山路288号","江苏省南京市白下区淮海路50号","上海证券交易所","2007/7/19","2007/7/12","流通A股","","","",""
"601600","中国铝业","北京","116.364","39.951","有色金属","1490379.82","95.81","149.04","502.98","中国铝业股份有限公司","Aluminum Corporation of China Limited","2001/9/10","北京市海淀区西直门北大街62号","北京市海淀区西直门北大街62号","上海证券交易所","2007/4/30","2007/4/24","流通A股","","","",""
"002183","怡亚通","广东","113.387","22.5498","综合供应商","103758.39","10.01","10.37","500.89","深圳市怡亚通供应链股份有限公司","Eternal Asia Supply Chain Management Ltd.","2004/3/30","广东省深圳市福田区深南中路3039号国际文化大厦2701B","广东省深圳市龙岗区南湾街道李朗路3号怡亚通供应链整合物流中心1号楼","中小企业板","2007/11/13","2007/10/31","流通A股","","","",""
"600118","中国卫星","北京","116.33","39.9527","通讯设备","118248.91","11.82","11.82","499.96","中国东方红卫星股份有限公司","China Spacesat Co., Ltd.","1997/8/21","北京市海淀区中关村南大街31号神舟科技大厦","北京市海淀区中关村南大街31号神舟科技大厦12层","上海证券交易所","1997/9/8","1997/7/22","流通A股","","","",""
"000783","长江证券","湖北","114.331","30.3604","投资服务","474246.77","47.42","47.42","498.90","长江证券股份有限公司","Changjiang Securities Company Limited","1997/7/24","湖北省武汉市江汉区新华路特8号","湖北省武汉市江汉区新华路特8号","深圳证券交易所","1997/7/31","1997/7/11","流通A股","","","",""
"600196","复星医药","上海","121.51","31.2277","制药","231138.04","19.08","23.11","498.59","上海复星医药(集团)股份有限公司","Shanghai Fosun Pharmaceutical (Group) Co., Ltd.","1994/1/14","上海市曹杨路510号九楼","上海市宜山路1289号A楼","上海证券交易所","1998/8/7","1998/6/25","流通A股","","","",""
"601398","工商银行","北京","116.425","39.8048","银行业（IV）","35640625.71","2696.12","3564.06","12429.12","中国工商银行股份有限公司","Industrial and Commercial Bank of China Limited","2005/10/28","北京市西城区复兴门内大街55号","北京市西城区复兴门内大街55号","上海证券交易所","2006/10/27","2006/10/19","流通A股","","","",""
"601288","农业银行","北京","116.285","39.8961","银行业（IV）","32479411.70","2940.55","3247.94","9292.15","中国农业银行股份有限公司","Agricultural Bank of China Limited","2009/1/15","北京市东城区建国门内大街69号","北京市东城区建国门内大街69号","上海证券交易所","2010/7/15","2010/7/6","流通A股","","","",""
"601988","中国银行","北京","116.308","40.0592","银行业（IV）","29438779.12","2107.66","2943.88","8325.24","中国银行股份有限公司","Bank of China Limited","1983/10/31","北京市复兴门内大街1号","北京市复兴门内大街1号","上海证券交易所","2006/7/5","2006/6/23","流通A股","","","",""
"601628","中国人寿","北京","116.447","39.9296","人寿保险（IV）","2826470.50","208.24","282.65","5709.81","中国人寿保险股份有限公司","China Life Insurance Company Limited","2003/6/30","北京市西城区金融大街16号","北京市西城区金融大街16号","上海证券交易所","2007/1/9","2006/12/26","流通A股","","","",""
"600028","中国石化","北京","116.445","39.9326","石油勘探与开采","12107120.96","955.58","1210.71","4902.11","中国石油化工股份有限公司","China Petroleum and Chemical Corporation","2000/2/25","北京市朝阳区朝阳门北大街22号","北京市朝阳区朝阳门北大街22号","上海证券交易所","2001/8/8","2001/7/6","流通A股","","","",""
"600036","招商银行","广东","114.029","22.543","银行业（IV）","2521984.56","206.29","252.20","3752.40","招商银行股份有限公司","China Merchants Bank Co., Ltd.","1987/3/31","广东省深圳市福田区深南大道7088号","广东省深圳市福田区深南大道7088号","上海证券交易所","2002/4/9","2002/3/27","流通A股","","","",""
"601318","中国平安","广东","102.096","36.5103","人寿保险（IV）","1828024.14","108.33","182.80","3653.86","中国平安保险(集团)股份有限公司","Ping An Insurance (Group) Company of China, Ltd.","1988/3/21","广东省深圳市福田中心区福华三路星河发展中","广东省深圳市福田中心区福华三路星河发展中心办公15、16、17、18层","上海证券交易所","2007/3/1","2007/2/12","流通A股","","","",""
"601766","中国中车","北京","116.283","39.9219","商用运载工具与车辆","2728875.83","229.18","272.89","3309.31","中国中车股份有限公司","CRRC Corporation Limited","2007/12/28","北京市海淀区西四环中路16号","北京市海淀区西四环中路16号","上海证券交易所","2008/8/18","2008/8/5","流通A股","","","",""
"600000","浦发银行","上海","121.525","31.2358","银行业（IV）","1865347.14","186.53","186.53","2965.90","上海浦东发展银行股份有限公司","Shanghai Pudong Development Bank Co., Ltd.","1992/10/19","上海市中山东一路12号","上海市中山东一路12号","上海证券交易所","1999/11/10","1999/9/23","流通A股","","","",""
"600519","贵州茅台","贵州","106.375","27.8537","蒸馏酒与葡萄酒","125619.78","12.56","12.56","2650.33","贵州茅台酒股份有限公司","Kweichow Moutai Co., Ltd.","1999/11/20","贵州省仁怀市茅台镇","贵州省仁怀市茅台镇","上海证券交易所","2001/8/27","2001/7/31","流通A股","","","",""
"600016","民生银行","北京","116.379","39.9123","银行业（IV）","3648534.88","295.52","364.85","2579.87","中国民生银行股份有限公司","China Minsheng Banking Co., Ltd.","1996/2/7","北京市西城区复兴门内大街二号","北京市中关村南大街1号友谊宾馆嘉宾楼","上海证券交易所","2000/12/19","2000/11/27","流通A股","","","",""
"601088","中国神华","北京","116.406","39.9564","煤炭开采","1988962.05","164.91","198.90","2539.62","中国神华能源股份有限公司","China Shenhua Energy Company Limited","2004/11/8","北京市东城区安定门西滨河路22号","北京市东城区安定门西滨河路22号","上海证券交易所","2007/10/9","2007/9/25","流通A股","","","",""
"601166","兴业银行","福建","119.308","26.099","银行业（IV）","1905233.68","161.80","190.52","2443.12","兴业银行股份有限公司","Industrial Bank Co., Ltd.","1988/8/22","福建省福州市湖东路154号","福建省福州市湖东路154号","上海证券交易所","2007/2/5","2007/1/23","流通A股","","","",""
"601328","交通银行","上海","121.51","31.2446","银行业（IV）","7426272.66","350.12","742.63","2272.27","交通银行股份有限公司","Bank of Communications Co., Ltd.","1987/3/30","上海市浦东新区银城中路188号","上海市浦东新区银城中路188号","上海证券交易所","2007/5/15","2007/4/25","流通A股","","","",""
"601390","中国中铁","北京","116.288","39.9203","建筑施工","2284430.15","170.93","228.44","2203.22","中国中铁股份有限公司","China Railway Group Limited","2007/9/12","北京市丰台区南四环西路128号院1号楼918","北京市海淀区复兴路69号中国中铁广场A座","上海证券交易所","2007/12/3","2007/11/21","流通A股","","","",""
"601998","中信银行","北京","116.44","39.9365","银行业（IV）","4678732.70","319.05","467.87","2070.65","中信银行股份有限公司","China CITIC Bank Corporation Limited","1987/4/7","北京市东城区朝阳门北大街9号","北京市东城区朝阳门北大街8号富华大厦C座","上海证券交易所","2007/4/27","2007/4/19","流通A股","","","",""
"600900","长江电力","北京","116.337","39.917","电力（IV）","1650000.00","97.46","165.00","1398.54","中国长江电力股份有限公司","China Yangtze Power Co., Ltd.","2002/11/4","北京市海淀区玉渊潭南路1号B座","北京市西城区金融大街19号富凯大厦B座","上海证券交易所","2003/11/18","2003/11/5","流通A股","","","",""
"002673","西部证券","陕西","108.966","34.2705","投资服务","279556.96","23.00","27.96","464.37","西部证券股份有限公司","Western Securities Co., Ltd.","2001/1/9","陕西省西安市东新街232号信托大厦","陕西省西安市东新街232号信托大厦","中小企业板","2012/5/3","2012/4/23","流通A股","","","",""
"601989","中国重工","北京","116.297","39.955","工业机械","1836166.51","179.58","183.62","1998.71","中国船舶重工股份有限公司","China Shipbuilding Industry Company Limited","2008/3/18","北京市海淀区昆明湖南路72号","北京市海淀区昆明湖南路72号","上海证券交易所","2009/12/16","2009/12/7","流通A股","","","",""
"600104","上汽集团","上海","121.623","31.2581","汽车","1102556.66","110.26","110.26","1959.24","上海汽车集团股份有限公司","SAIC Motor Corporation Limited","1997/11/24","上海市张江高科技园区松涛路563号1号楼509室","上海市静安区威海路489号","上海证券交易所","1997/11/25","1997/11/7","流通A股","","","",""
"601006","大秦铁路","山西","113.306","40.1301","铁路运输","1486679.15","148.67","148.67","1370.72","大秦铁路股份有限公司","Daqin Railway Co., Ltd.","2004/12/28","山西省大同市站北街14号","山西省大同市站北街14号、山西省太原市建设北路202号","上海证券交易所","2006/8/1","2006/7/21","流通A股","","","",""
"601668","中国建筑","北京","116.333","39.9439","建筑施工","3000000.00","299.01","300.00","1916.63","中国建筑股份有限公司","China State Construction Engineering Corporation Limited","2007/12/10","北京市海淀区三里河路15号","北京市海淀区三里河路15号","上海证券交易所","2009/7/29","2009/7/22","流通A股","","","",""
"600015","华夏银行","北京","116.429","39.9139","银行业（IV）","1068557.22","77.85","106.86","828.35","华夏银行股份有限公司","Hua Xia Bank Co., Ltd.","1992/10/14","北京市东城区建国门内大街22号","北京市东城区建国门内大街22号华夏银行大厦","上海证券交易所","2003/9/12","2003/8/28","流通A股","","","",""
"002252","上海莱士","上海","121.477","30.9733","生物科技","275625.98","19.25","27.56","821.28","上海莱士血液制品股份有限公司","Shanghai RAAS Blood Products Co., Ltd.","1988/10/29","上海市奉贤区望园路2009号","上海市奉贤经济开发区生物科技园区望园路2009号","中小企业板","2008/6/23","2008/6/11","流通A股","","","",""
"002024","苏宁云商","江苏","118.899","32.0909","专业零售","738304.32","50.18","73.83","816.90","苏宁云商集团股份有限公司","SUNING COMMERCE GROUP CO. LTD.","2001/6/29","江苏省南京市山西路8号金山大厦1-5层","江苏省南京市玄武区苏宁大道1号","中小企业板","2004/7/21","2004/7/7","流通A股","","","",""
"601238","广汽集团","广东","113.352","23.1525","汽车零配件（IV）","643502.01","42.22","64.35","802.13","广州汽车集团股份有限公司","Guangzhou Automobile Group Co., Ltd.","1997/6/6","广东省广州市越秀区东风中路448-458号成悦大厦23楼","广东省广州市天河区珠江新城兴国路23号广汽中心","上海证券交易所","2012/3/29","2012/3/27","流通A股","","","",""
"601901","方正证券","湖南","112.743","25.7443","投资服务","823210.14","62.90","82.32","461.05","方正证券股份有限公司","Founder Securities Co., Ltd.","1994/10/26","湖南省长沙市芙蓉区芙蓉中路二段华侨国际大厦22-24层","湖南省长沙市芙蓉区芙蓉中路二段华侨国际大厦22-24层","上海证券交易所","2011/8/10","2011/8/1","流通A股","","","",""
"000001","平安银行","广东","114.114","22.5469","银行业（IV）","1430867.61","118.04","143.09","1353.93","平安银行股份有限公司","Ping An Bank Co., Ltd.","1987/12/22","广东省深圳市罗湖区深南东路5047号","广东省深圳市罗湖区深南东路5047号","深圳证券交易所","1991/4/3","1989/3/10","流通A股","","","",""
